NomeAzienda;Citta;Provincia;Fatturato;DataIndagine
FORLI' SERVICE SRL IN LIQUIDAZIONE;Forli';FC;€ 867'119;2023-05-18
GF SRL;Forli';FC;€ 866'584;2023-05-18
CASA+ SOCIETA' COOPERATIVA;Forli';FC;€ 865'532;2023-05-18
PISCINAE SOCIETA' SPORTIVA DILETTANTISTICA A;Forli';FC;€ 863'517;2023-05-18
ARTE EDIL S.R.L.;Forli';FC;€ 863'516;2023-05-18
NUOVE ACCOGLIENZE SOCIETA' COOPERATIVA SOCIAL;Forli';FC;€ 863'012;2023-05-18
CINOX S.R.L.;Forli';FC;€ 860'745;2023-05-18
LATTONERIA ADRIATICA SRL;Forli';FC;€ 859'261;2023-05-18
ROMAGNOLI GROUP S.P.A.;Forli';FC;€ 855'606;2023-05-18
VAUTOHOME S.R.L;Forli';FC;€ 853'916;2023-05-18
SOCIETA' DECORATORI FORLIVESI SRL;Forli';FC;€ 851'693;2023-05-18
SERVIZI INTEGRATI D'AREA - SER.IN.AR. - FORLI;Forli';FC;€ 846'809;2023-05-18
ADRIATICA SERVICE SRL;Forli';FC;€ 844'209;2023-05-18
NUOVA EUROSALD S.R.L.;Forli';FC;€ 843'072;2023-05-18
CENTRO ODONTOIATRICO BERTINI DI VICCHI & ASSO;Forli';FC;€ 842'084;2023-05-18
BERTONI S.R.L.;Forli';FC;€ 839'413;2023-05-18
CENTRO DENTALE EMMEDUE SRL;Forli';FC;€ 839'037;2023-05-18
EMMEPIU' SOCIETA' A RESPONSABILITA' LIMITATA;Forli';FC;€ 838'891;2023-05-18
ISOLAN SRL;Forli';FC;€ 837'973;2023-05-18
METAL-FIAMM S.R.L.;Forli';FC;€ 836'878;2023-05-18
GF - RIGOR S.R.L.;Forli';FC;€ 832'858;2023-05-18
IMMOBILIARE DMU SRL;Forli';FC;€ 832'728;2023-05-18
INCERTI GIANCARLO SOCIETA' A RESPONSABILITA';Forli';FC;€ 829'643;2023-05-18
ESSECUBE S.R.L.;Forli';FC;€ 829'257;2023-05-18
FERROMEK SRL IN LIQUIDAZIONE;Forli';FC;€ 825'116;2023-05-18
SPORT ITALIA - S.R.L.;Forli';FC;€ 821'828;2023-05-18
CAMPANELLA GESTIONI S.R.L.;Forli';FC;€ 821'268;2023-05-18
S.T.A. S.R.L.;Forli';FC;€ 819'204;2023-05-18
I FORNAI S.R.L.;Forli';FC;€ 818'591;2023-05-18
CENTROSCARPA - S.R.L.;Forli';FC;€ 817'864;2023-05-18
BLACKSMITH POWER SOC. COOP. A R.L.;Forli';FC;€ 815'686;2023-05-18
GALACTICA S.R.L.;Forli';FC;€ 815'455;2023-05-18
TECNOMEC TECHNOLOGY S.R.L.;Forli';FC;€ 813'205;2023-05-18
BM ITALIA S.R.L.;Forli';FC;€ 809'491;2023-05-18
E.DENTICA SRL;Forli';FC;€ 808'368;2023-05-18
MOMO SRL;Forli';FC;€ 801'633;2023-05-18
CHIODINO - S.R.L.;Forli';FC;€ 801'053;2023-05-18
S.A.C.E.M. S.R.L.;Forli';FC;€ 799'641;2023-05-18
METAL MANIA SOCIETA' COOPERATIVA;Forli';FC;€ 797'100;2023-05-18
FAROLFI ARREDAMENTI S.R.L.;Forli';FC;€ 795'837;2023-05-18
CAMORCIA ASCENSORI S.R.L.;Forli';FC;€ 795'772;2023-05-18
OFFICINA MECCANICA SARTINI S.R.L.;Forli';FC;€ 792'394;2023-05-18
M.C. COSTRUZIONI S.R.L.;Forli';FC;€ 790'958;2023-05-18
LEGATORIA EDITORIALE BERTI S.R.L. IN LIQUIDAZ;Forli';FC;€ 788'668;2023-05-18
LETTISSIMI SRL;Forli';FC;€ 788'284;2023-05-18
PROGEO S.R.L.;Forli';FC;€ 788'270;2023-05-18
4VIDA SRL;Forli';FC;€ 785'235;2023-05-18
TETRIS - SOCIETA' A RESPONSABILITA' LIMITATA;Forli';FC;€ 783'580;2023-05-18
G.R. AUTOMAZIONI SRL;Forli';FC;€ 782'672;2023-05-18
ESOTECH SRL;Forli';FC;€ 778'983;2023-05-18
LE BUONE PROPOSTE - S.R.L.;Forli';FC;€ 777'211;2023-05-18
I.P.F. CAMPORESI S.R.L.;Forli';FC;€ 772'085;2023-05-18
BERTACCINI E MATTEUCCI - S.R.L.;Forli';FC;€ 769'114;2023-05-18
PROGETTI E SERVIZI ITALIA - SOCIETA' COOPERAT;Forli';FC;€ 768'884;2023-05-18
TECNICAF - SOCIETA' A RESPONSABILITA' LIMITAT;Forli';FC;€ 767'356;2023-05-18
GARIBALDI 100 S.R.L.;Forli';FC;€ 765'000;2023-05-18
ALESSANDRINI HOME S.R.L.;Forli';FC;€ 760'874;2023-05-18
RE DI FIORI SOCIETA' A RESPONSABILITA' LIMITA;Forli';FC;€ 760'426;2023-05-18
GIMELLI 2.0 SOCIETA' A RESPONSABILITA' LIMITA;Forli';FC;€ 758'966;2023-05-18
LE GAMBERI FOODS S.R.L.;Forli';FC;€ 758'632;2023-05-18
SINERGIE CONSULTING S.R.L.;Forli';FC;€ 755'052;2023-05-18
EDILGATTEO S.R.L.;Forli';FC;€ 754'788;2023-05-18
POLETTI S.R.L.;Forli';FC;€ 754'156;2023-05-18
LABASE REVISIONI S.R.L.;Forli';FC;€ 748'843;2023-05-18
LOMBINI MORENO S.R.L.;Forli';FC;€ 748'594;2023-05-18
A.S. L'ARTE DEL SERVIZIO S.R.L.;Forli';FC;€ 747'973;2023-05-18
TEAM EDILE SOCIETA' A RESPONSABILITA' LIMITAT;Forli';FC;€ 745'087;2023-05-18
U.G.N. ROMAGNA S.R.L.;Forli';FC;€ 741'519;2023-05-18
F.LLI GREGORI S.R.L.;Forli';FC;€ 741'090;2023-05-18
SOMMAPACK S.R.L.;Forli';FC;€ 740'302;2023-05-18
IM.CO S.R.L.;Forli';FC;€ 740'000;2023-05-18
METALBASE - SOCIETA' A RESPONSABILITA' LIMITA;Forli';FC;€ 738'938;2023-05-18
C.S.F. - COOPERATIVA SERVIZI FORLIVESE SOCIET;Forli';FC;€ 736'665;2023-05-18
SELA CARS S.R.L.;Forli';FC;€ 734'501;2023-05-18
ELFOR S.R.L.;Forli';FC;€ 733'816;2023-05-18
ALL TIME LEATHER SRL;Forli';FC;€ 732'764;2023-05-18
C. & C. CARTONGESSO S.R.L.;Forli';FC;€ 732'184;2023-05-18
EMMEDUE S.R.L.;Forli';FC;€ 726'836;2023-05-18
COSME SOCIETA' COOPERATIVA;Forli';FC;€ 726'071;2023-05-18
CREAD SOFTWARE S.R.L.;Forli';FC;€ 725'009;2023-05-18
HERRNBR?U ITALIA S.R.L.;Forli';FC;€ 717'686;2023-05-18
COOPERATIVA SOCIALE E.L.C.A.S. SOCIETA' COOPE;Forli';FC;€ 716'965;2023-05-18
NEW PLANT SOCIETA' CONSORTILE AGRICOLA A RESP;Forli';FC;€ 714'511;2023-05-18
VETRERIA BONDI SRL;Forli';FC;€ 713'432;2023-05-18
FRATELLI LUCA' CONSULTING S.R.L.;Forli';FC;€ 710'577;2023-05-18
KENDA S.R.L.;Forli';FC;€ 709'141;2023-05-18
FEME 2018 SRL;Forli';FC;€ 708'000;2023-05-18
ERMIONE S.R.L.;Forli';FC;€ 707'131;2023-05-18
COOPERDIEM - SERVIZI ALLE IMPRESE - SOCIETA';Forli';FC;€ 700'233;2023-05-18
MVR S.R.L.;Forli';FC;€ 700'224;2023-05-18
FIERA DI FORLI' - S.R.L.;Forli';FC;€ 697'417;2023-05-18
UNISEL SRL;Forli';FC;€ 697'324;2023-05-18
F.A. S.R.L.;Forli';FC;€ 688'782;2023-05-18
CONSULENZAAGRICOLA.IT S.R.L.;Forli';FC;€ 688'231;2023-05-18
LE QUERCE S.R.L.;Forli';FC;€ 687'864;2023-05-18
SAN VARANO MARKET S.R.L.;Forli';FC;€ 686'853;2023-05-18
AXTERISCO S.R.L.;Forli';FC;€ 686'446;2023-05-18
IMMOBILIARE VALCONCA MORCIANO SRL;Forli';FC;€ 685'163;2023-05-18
IDESCO S.R.L.;Forli';FC;€ 683'636;2023-05-18
RENOVATE ENERGY S.R.L.;Forli';FC;€ 683'470;2023-05-18
DORMIBEL S.R.L.;Forli';FC;€ 682'409;2023-05-18
RC FORLI' S.R.L.;Forli';FC;€ 678'552;2023-05-18
DUERUOTEFORLI' S.R.L.S.;Forli';FC;€ 676'893;2023-05-18
TECNOIMPIANTI DI CONTOLI - S.R.L.;Forli';FC;€ 676'646;2023-05-18
NERI ODONTOTECNICA SOCIETA' A RESPONSABILITA';Forli';FC;€ 676'133;2023-05-18
VIAZOIL SRL;Forli';FC;€ 674'784;2023-05-18
P.M. PAVIMENTAZIONI INDUSTRIALI S.R.L.;Forli';FC;€ 673'933;2023-05-18
CASTA SERVICE SRL;Forli';FC;€ 673'753;2023-05-18
DOUBLE P S.R.L.;Forli';FC;€ 672'996;2023-05-18
BIOLAB SOLUTION SOCIETA' A RESPONSABILITA' LI;Forli';FC;€ 672'684;2023-05-18
DUE PONTI IMMOBILIARE S.R.L.;Forli';FC;€ 671'500;2023-05-18
P.B. S.R.L.;Forli';FC;€ 669'999;2023-05-18
PEDOZZI S.R.L.;Forli';FC;€ 665'426;2023-05-18
REINTEGRA S.R.L.;Forli';FC;€ 664'794;2023-05-18
SISTEMI WIFI S.R.L.;Forli';FC;€ 664'396;2023-05-18
IPPOCRAT S.R.L. SOCIETA' TRA PROFESSIONISTI;Forli';FC;€ 664'039;2023-05-18
IMPRESA EDILE NEW YORK S.R.L.;Forli';FC;€ 662'427;2023-05-18
SD SERVICE S.R.L.;Forli';FC;€ 661'856;2023-05-18
C.A.M. S.R.L.;Forli';FC;€ 659'657;2023-05-18
SOLE NASCENTE S.R.L.;Forli';FC;€ 654'463;2023-05-18
CARROZZERIA NERI S.R.L.;Forli';FC;€ 652'413;2023-05-18
FAST WHEELS S.R.L.;Forli';FC;€ 651'179;2023-05-18
M M S - S.R.L.;Forli';FC;€ 651'000;2023-05-18
SALES & SERVICE SOCIETA' COOPERATIVA;Forli';FC;€ 650'460;2023-05-18
AUTOTRASPORTI VA.LE SRL;Forli';FC;€ 649'910;2023-05-18
RI.VA. SRL;Forli';FC;€ 648'606;2023-05-18
ECOVAL S.R.L.;Forli';FC;€ 648'259;2023-05-18
OPERA COSTRUZIONI IMMOBILIARI S.R.L.;Forli';FC;€ 648'000;2023-05-18
TEKNOLOGICA S.R.L.;Forli';FC;€ 647'961;2023-05-18
C.R.O.S.-CENTRO SOCIALE ROMAGNOLO DI ODONTOIA;Forli';FC;€ 645'781;2023-05-18
REABILITA SPORT TECH SRL;Forli';FC;€ 644'974;2023-05-18
BIFOR SRL;Forli';FC;€ 643'843;2023-05-18
FERRINI POULTRY FARM S.R.L.;Forli';FC;€ 643'513;2023-05-18
EUROSALOTTI SRL;Forli';FC;€ 639'191;2023-05-18
A.C.L.I. SERVICE FORLI' - CESENA S.R.L.;Forli';FC;€ 638'303;2023-05-18
NORUMORE SRL;Forli';FC;€ 637'790;2023-05-18
CRYN INTERIORS S.R.L.;Forli';FC;€ 637'605;2023-05-18
BA.SE. S.R.L.;Forli';FC;€ 637'397;2023-05-18
CALAFOMA S.R.L. SOCIETA' AGRICOLA;Forli';FC;€ 637'006;2023-05-18
SMART DIFFUSION S.R.L.;Forli';FC;€ 634'803;2023-05-18
COMINO ENERGIA SRL;Forli';FC;€ 632'574;2023-05-18
TECNO - STAMP S.R.L.;Forli';FC;€ 632'246;2023-05-18
COOPERATIVA SOCIALE BUTTERFLY ONLUS;Forli';FC;€ 626'601;2023-05-18
WORK CENTER - S.R.L.;Forli';FC;€ 625'323;2023-05-18
PALMA REAL ESTATE SRL IN LIQUIDAZIONE;Forli';FC;€ 625'028;2023-05-18
KEOPE S.R.L.;Forli';FC;€ 624'095;2023-05-18
THE GREEN HOUSE S.R.L.;Forli';FC;€ 624'052;2023-05-18
SUNSET SOCIETA' COOPERATIVA;Forli';FC;€ 623'877;2023-05-18
PROGRAMMA IMMAGINE - SOCIETA' A RESPONSABILIT;Forli';FC;€ 623'782;2023-05-18
I.T.S. SRL;Forli';FC;€ 623'497;2023-05-18
IL LOTO SOCIETA' A RESPONSABILITA' LIMITATA S;Forli';FC;€ 621'814;2023-05-18
COGEST S.R.L.;Forli';FC;€ 620'352;2023-05-18
B.P. DUE S.R.L. IN LIQUIDAZIONE;Forli';FC;€ 620'000;2023-05-18
EDILFUTURE SRL;Forli';FC;€ 619'900;2023-05-18
EPTAPHYSIO SOCIETA' COOPERATIVA;Forli';FC;€ 616'458;2023-05-18
EDIL N.A. & A. SOCIETA' A RESPONSABILITA' LIM;Forli';FC;€ 615'625;2023-05-18
ISOLPHONE DELTA S.R.L.;Forli';FC;€ 615'360;2023-05-18
NUOVA GV SOCIETA' A RESPONSABILITA' LIMITATA;Forli';FC;€ 611'148;2023-05-18
IMMOBILIARE AZETA - S.R.L.;Forli';FC;€ 610'731;2023-05-18
IDEA PUBBLICITA' S.R.L.;Forli';FC;€ 609'935;2023-05-18
2 EFFE S.A.S. DI GIACOBBO FRANCESCO E C.;Forli';FC;€ 605'834;2023-05-18
C.I.D.A.M. - COOPERATIVA ISTRUTTORI DELLE AUT;Forli';FC;€ 605'717;2023-05-18
ITA S.R.L.;Forli';FC;€ 605'670;2023-05-18
EDILMONICA S.R.L.;Forli';FC;€ 605'000;2023-05-18
M.C.M. SRL;Forli';FC;€ 603'633;2023-05-18
IN-ECOAMBIENTE S.R.L.;Forli';FC;€ 603'563;2023-05-18
R.P. INFISSI S.R.L.;Forli';FC;€ 602'896;2023-05-18
GUARDIGLI GROUP SRL;Forli';FC;€ 602'158;2023-05-18
CNA FORMAZIONE FORLI' - CESENA S.C. A R.L.;Forli';FC;€ 599'694;2023-05-18
SB COMMUNICATION SRLS;Forli';FC;€ 597'976;2023-05-18
GARILUPA SRL;Forli';FC;€ 595'065;2023-05-18
IMMOBILIARE STEFANIA S.R.L.;Forli';FC;€ 594'910;2023-05-18
FOTOSINTESI 2 S.R.L.;Forli';FC;€ 593'698;2023-05-18
FORLI' TANK FACTORY SOCIETA' COOPERATIVA;Forli';FC;€ 592'710;2023-05-18
ITALIAN MANAGERS GROUP SPORTS S.R.L.;Forli';FC;€ 592'611;2023-05-18
CNA IMMOBILIARE FORLI'-CESENA S.R.L.;Forli';FC;€ 592'233;2023-05-18
BENELLI ASSICURAZIONI S.R.L.;Forli';FC;€ 591'648;2023-05-18
I.M. PROGET - S.R.L.;Forli';FC;€ 591'474;2023-05-18
DM SERVICE S.R.L.;Forli';FC;€ 590'882;2023-05-18
FARMACIA CARPENA S.R.L.;Forli';FC;€ 589'273;2023-05-18
NICE IMMOBILIARE S.R.L.;Forli';FC;€ 588'624;2023-05-18
SINTAGMA S.R.L.;Forli';FC;€ 587'068;2023-05-18
GRIFONDORO S.R.L.;Forli';FC;€ 585'701;2023-05-18
E.R. VIS TECH. SRL;Forli';FC;€ 582'803;2023-05-18
INCARTI S.R.L.;Forli';FC;€ 582'672;2023-05-18
EPA S.R.L.;Forli';FC;€ 580'894;2023-05-18
IMMOBILIARE METROCUBO S.R.L.;Forli';FC;€ 579'907;2023-05-18
LU.NA. COSTRUZIONI S.R.L.;Forli';FC;€ 579'753;2023-05-18
EQUAMENTE COOPERATIVA SOCIALE;Forli';FC;€ 579'338;2023-05-18
VIGNOLI CONSULTING - SOCIETA' COOPERATIVA;Forli';FC;€ 579'000;2023-05-18
PAN - LIEV S.R.L.;Forli';FC;€ 576'262;2023-05-18
SPI 10 SRL;Forli';FC;€ 575'000;2023-05-18
AREATECNICA S.R.L.;Forli';FC;€ 572'783;2023-05-18
TECNOTRE PROJECT S.R.L.;Forli';FC;€ 568'804;2023-05-18
STC LAB SERVICE SRL;Forli';FC;€ 568'709;2023-05-18
ANTICA PASTICCERIA S.R.L.;Forli';FC;€ 568'194;2023-05-18
LELE S.R.L.;Forli';FC;€ 567'733;2023-05-18
NI.CO. CALZATURE S.R.L.;Forli';FC;€ 567'489;2023-05-18
D.R.M. SRL;Forli';FC;€ 567'322;2023-05-18
ACI-SERVICE FORLI' S.R.L.;Forli';FC;€ 565'233;2023-05-18
SERVIFOOD SOCIETA' A RESPONSABILITA' LIMITATA;Forli';FC;€ 564'904;2023-05-18
STAR PNEUS S.R.L.;Forli';FC;€ 563'484;2023-05-18
H.T.N. S.R.L.;Forli';FC;€ 562'969;2023-05-18
CICLOPHARM SOCIETA' CONSORTILE A R.L.;Forli';FC;€ 562'248;2023-05-18
PHOENIX SRL;Forli';FC;€ 561'596;2023-05-18
ZEROUNO SOLUTIONS S.R.L.;Forli';FC;€ 560'552;2023-05-18
JUMP SRL;Forli';FC;€ 559'836;2023-05-18
IL RICAMBIO - SOCIETA' A RESPONSABILITA' LIMI;Forli';FC;€ 556'328;2023-05-18
TUTTO INOX - S.R.L.;Forli';FC;€ 556'037;2023-05-18
PLASTIL IMBALLAGGI S.R.L.;Forli';FC;€ 555'074;2023-05-18
R&D TECH SRL;Forli';FC;€ 554'721;2023-05-18
ROMAGNA PLANTS S.R.L.;Forli';FC;€ 553'224;2023-05-18
CLIMA.PRO S.R.L.;Forli';FC;€ 552'917;2023-05-18
GF GROUP S.R.L.;Forli';FC;€ 552'353;2023-05-18
GENEFAST S.R.L.;Forli';FC;€ 552'100;2023-05-18
OLIVARI & GROSSI S.R.L.;Forli';FC;€ 552'042;2023-05-18
RISTORANTE PIZZERIA BUSCHERINI SRL;Forli';FC;€ 551'158;2023-05-18
BLUCAR S.R.L. IN LIQUIDAZIONE;Forli';FC;€ 550'168;2023-05-18
FRATELLI DEL TESTA - SOCIETA' A RESPONSABILIT;Forli';FC;€ 546'386;2023-05-18
MICHELANGELO - S.R.L.;Forli';FC;€ 545'485;2023-05-18
CO.E.BI. DI BISERNI RINALDO E STEFANO S.N.C.;Forli';FC;€ 545'150;2023-05-18
AL.PI. SOCIETA' A RESPONSABILITA' LIMITATA SE;Forli';FC;€ 541'857;2023-05-18
ONORANZE FUNEBRI LANDI S.R.L.;Forli';FC;€ 541'729;2023-05-18
DI J SALOTTI SOCIETA' A RESPONSABILITA' LIMIT;Forli';FC;€ 541'101;2023-05-18
LA TROTTOLA S.R.L.;Forli';FC;€ 539'576;2023-05-18
TECNOIMPIANTI SERVICE SRL;Forli';FC;€ 533'939;2023-05-18
ARENOLL S.R.L.;Forli';FC;€ 532'910;2023-05-18
RAS 2 S.R.L.;Forli';FC;€ 532'843;2023-05-18
AREADATI SRL;Forli';FC;€ 527'671;2023-05-18
PIERI VANNI S.R.L.;Forli';FC;€ 526'874;2023-05-18
TERMOIDRAULICA ROMAGNOLA S.R.L.;Forli';FC;€ 526'800;2023-05-18
AGROTER SERVIZI S.R.L.;Forli';FC;€ 523'000;2023-05-18
LABORFID S.R.L.UNIPERSONALE;Forli';FC;€ 522'960;2023-05-18
MS GIOCHI S.R.L.;Forli';FC;€ 521'949;2023-05-18
BIKESPLUS S.R.L.;Forli';FC;€ 521'287;2023-05-18
CENTRO TURBO S.R.L.;Forli';FC;€ 521'005;2023-05-18
B.M. INFISSI DI BEAULARDI & MONTANARI S.R.L.;Forli';FC;€ 520'951;2023-05-18
ESEDRA S.R.L.;Forli';FC;€ 518'500;2023-05-18
EBGAS S.R.L.;Forli';FC;€ 518'174;2023-05-18
DELTA - S.R.L.;Forli';FC;€ 517'346;2023-05-18
TARAS SOCIETA' COOPERATIVA;Forli';FC;€ 516'540;2023-05-18
PROGRAM A.RE.A. - S.R.L.;Forli';FC;€ 513'438;2023-05-18
GLULAM - S.R.L.;Forli';FC;€ 512'928;2023-05-18
SOLDINI & ASSOCIATI S.R.L.;Forli';FC;€ 512'629;2023-05-18
MECCANICA STANZANI S.R.L. - SOCIETA' A RESPON;Forli';FC;€ 509'940;2023-05-18
K & F GRUPPO S.R.L. IN LIQUIDAZIONE;Forli';FC;€ 507'826;2023-05-18
GIOCHI GALLIANO S.R.L.;Forli';FC;€ 507'405;2023-05-18
ERA FUNER S.R.L.;Forli';FC;€ 507'265;2023-05-18
CKB TRASPORTI SOCIETA' A RESPONSABILITA' LIMI;Forli';FC;€ 506'794;2023-05-18
IL GIARDINO DEI SAPORI SOCIETA' A RESPONSABIL;Forli';FC;€ 506'772;2023-05-18
MELAGUSTO S.R.L.;Forli';FC;€ 504'252;2023-05-18
ROMAGNA FIERE SOCIETA' A RESPONSABILITA' LIM;Forli';FC;€ 502'784;2023-05-18
